,Protein_Names,Protein_Group,Protein_Ids,Genes,First_Protein_Description,Peptides,1135-MRL_12,3057-MLL-LP1_2,3057-MLL-LS1_1,3057-MLL-NUC_3,3057-MRL-LP1_10,3057-MRL-LS1_7,3058-FRL_5,3058-FRU_13,3058-FRU-LP1_9,3058-FRU-LS1_6,3058-MRU_15,3062-MRL_4,3062-MRU_14,3062-MRU-LP1_11,3062-MRU-LS1_8
3389,ITPR2_MOUSE,Q9Z329,Q9Z329;Q9Z329-2;Q9Z329-3,Itpr2,"Inositol 1,4,5-trisphosphate receptor type 2",21,0.0,182367.0,0.0,0.0,248808.0,0.0,0.0,23890.2,0.0,0.0,0.0,0.0,100951.0,4203570.0,0.0
3390,M3K13_MOUSE,Q1HKZ5,Q1HKZ5,Map3k13,Mitogen-activated protein kinase kinase kinase 13,1,0.0,182329.0,498263.0,0.0,381044.0,0.0,0.0,0.0,78755.0,0.0,0.0,0.0,0.0,2481510.0,0.0
3391,UNK-2_MOUSE;UNK_MOUSE,Q8BL48;Q8BL48-2,Q5FWH2;Q8BL48;E0CYD7;Q8BL48-2,Unk,RING finger protein unkempt homolog,11,0.0,182294.0,1576040.0,0.0,267442.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162987.0,1877510.0,88227.6
3392,PR40B-3_MOUSE;PR40B_MOUSE,Q80W14;Q80W14-3,Q80W14;A0A0R4J1S2;D3Z4N6;E9QP07;F6XW22;Q80W14-3,Prpf40b,Pre-mRNA-processing factor 40 homolog B,23,0.0,182237.0,817229.0,95376.5,0.0,0.0,0.0,0.0,0.0,0.0,1109570.0,107351.0,1794570.0,2078280.0,458366.0
3393,CATF_MOUSE,Q9R013,Q9R013,Ctsf,Cathepsin F,2,0.0,182104.0,527945.0,0.0,350611.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1280860.0,0.0
3394,MAON_MOUSE,Q8BMF3,Q8BMF3,Me3,"NADP-dependent malic enzyme, mitochondrial",2,0.0,181981.0,359266.0,0.0,259426.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132953.0,0.0,0.0
3395,RM43_MOUSE,Q99N89,Q99N89;Q5RL20,Mrpl43,"39S ribosomal protein L43, mitochondrial",2,0.0,181887.0,307401.0,0.0,225786.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,515097.0,0.0
3396,C10_MOUSE,O35127,O35127,Grcc10,Protein C10,4,0.0,181767.0,290369.0,0.0,250504.0,0.0,0.0,0.0,125747.0,0.0,0.0,0.0,0.0,4150570.0,0.0
3397,MTMR7_MOUSE,Q9Z2C9,Q9Z2C9;G3UYB7;G3V027;I6L9A6,Mtmr7,Myotubularin-related protein 7,3,0.0,181712.0,566185.0,0.0,216653.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2121770.0,0.0
3398,RGS8_MOUSE,Q8BXT1,Q8BXT1;D3YX00;D3YYE5;D3Z1V2;D3Z289;D3Z5I4,Rgs8,Regulator of G-protein signaling 8,3,0.0,181630.0,518348.0,0.0,121504.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,841364.0,51773.1
3399,FUMH-2_MOUSE;FUMH_MOUSE,P97807;P97807-2,P97807;P97807-2,Fh,"Fumarate hydratase, mitochondrial",8,0.0,181589.0,2624820.0,171298.0,313439.0,0.0,0.0,0.0,0.0,0.0,84258.2,36413.2,242348.0,2224050.0,0.0
3400,ABCA5_MOUSE,Q8K448,Q8K448;A2AEP5;A2AEP6,Abca5,ATP-binding cassette sub-family A member 5,4,0.0,181589.0,0.0,0.0,196765.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3401,IGS11_MOUSE,P0C673,P0C673;D3Z6S7,Igsf11,Immunoglobulin superfamily member 11,5,0.0,181459.0,0.0,0.0,0.0,0.0,0.0,0.0,127014.0,0.0,0.0,0.0,306237.0,1942120.0,0.0
3402,TM9S4_MOUSE,Q8BH24,Q8BH24,Tm9sf4,Transmembrane 9 superfamily member 4,2,0.0,181458.0,0.0,0.0,410871.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3403,ASPH-2_MOUSE;ASPH_MOUSE,Q8BSY0;Q8BSY0-2,Q8BSY0;A2AL71;A2AL74;A2AL75;A2AL76;A2AL77;A2AL78;A2AL79;A2AL81;A2AL83;A2AL85;Q3TU40;Q6P8S1;Q8BSY0-2;Q8CBM2;Q9CR06,Asph,Aspartyl/asparaginyl beta-hydroxylase,1,0.0,181310.0,0.0,0.0,281448.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49551.2,1005050.0,0.0
3404,ACOT1_MOUSE;ACOT2_MOUSE,O55137;Q9QYR9,O55137;Q32Q92;Q8BWN8;Q9QYR9;Q32Q92-2,Acot1;Acot2,Acyl-coenzyme A thioesterase 1,3,0.0,181217.0,656398.0,0.0,490685.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3405,PTBP3-2_MOUSE;PTBP3_MOUSE,Q8BHD7;Q8BHD7-2,Q8BHD7;G3UXA6;G3UZ01;G8JL74;Q8BHD7-2,Ptbp3,Polypyrimidine tract-binding protein 3,3,0.0,180935.0,685219.0,0.0,164547.0,0.0,0.0,0.0,0.0,0.0,78427.0,0.0,189185.0,1035890.0,0.0
3406,APMAP_MOUSE,Q9D7N9,Q9D7N9,Apmap,Adipocyte plasma membrane-associated protein,3,0.0,180818.0,140654.0,0.0,196031.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3407,LIMA1_MOUSE,Q9ERG0,Q9ERG0;Q9ERG0-2,Lima1,LIM domain and actin-binding protein 1,9,0.0,180724.0,524283.0,0.0,0.0,0.0,0.0,0.0,118727.0,0.0,69207.3,0.0,199971.0,1890130.0,0.0
3408,KIBRA_MOUSE,Q5SXA9,Q5SXA9,Wwc1,Protein KIBRA,9,0.0,180684.0,213804.0,0.0,292511.0,0.0,87115.1,72554.4,209200.0,0.0,122291.0,0.0,490680.0,3367520.0,0.0
3409,LRC8C_MOUSE,Q8R502,Q8R502,Lrrc8c,Volume-regulated anion channel subunit LRRC8C,3,0.0,180568.0,0.0,0.0,51493.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,875690.0,0.0
3410,DNJC5_MOUSE,P60904,P60904;A2AUE1;G5E8T0,Dnajc5,DnaJ homolog subfamily C member 5,4,0.0,180487.0,423640.0,0.0,205178.0,0.0,0.0,0.0,126027.0,0.0,0.0,0.0,0.0,4828240.0,70351.2
3411,NOSIP-2_MOUSE;NOSIP_MOUSE,Q9D6T0;Q9D6T0-2,Q9D6T0;Q9D6T0-2,Nosip,Nitric oxide synthase-interacting protein,2,0.0,180217.0,243854.0,0.0,123829.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81882.9,1730190.0,0.0
3412,COG7_MOUSE,Q3UM29,Q3UM29;A0A0R4J0Q9,Cog7,Conserved oligomeric Golgi complex subunit 7,4,0.0,180136.0,646687.0,0.0,414264.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1223170.0,0.0
3413,PTN2-2_MOUSE;PTN2_MOUSE,Q06180;Q06180-2,Q06180;D3Z6W2;Q06180-2,Ptpn2,Tyrosine-protein phosphatase non-receptor type 2,1,0.0,180055.0,101516.0,0.0,216799.0,0.0,0.0,0.0,78981.7,0.0,0.0,0.0,54446.2,1725160.0,0.0
3414,KAD2-2_MOUSE;KAD2_MOUSE,Q9WTP6;Q9WTP6-2,Q9WTP6;Q9WTP6-2,Ak2,"Adenylate kinase 2, mitochondrial",3,114643.0,179959.0,729959.0,0.0,297868.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3415,KS6A4_MOUSE,Q9Z2B9,Q9Z2B9,Rps6ka4,Ribosomal protein S6 kinase alpha-4,2,0.0,179729.0,368424.0,0.0,273794.0,0.0,0.0,0.0,49385.0,0.0,35273.8,0.0,149923.0,1718290.0,78240.7
3416,ARHG6_MOUSE,Q8K4I3,Q8K4I3;A2AFJ8;F6WMJ3;H3BJ53,Arhgef6,Rho guanine nucleotide exchange factor 6,6,0.0,179678.0,562028.0,0.0,337691.0,0.0,0.0,0.0,0.0,0.0,92602.3,0.0,283511.0,2979160.0,59280.2
3417,COQ3_MOUSE,Q8BMS4,Q8BMS4,Coq3,"Ubiquinone biosynthesis O-methyltransferase, mitochondrial",2,0.0,179482.0,341558.0,0.0,304704.0,0.0,0.0,106923.0,0.0,0.0,0.0,0.0,235745.0,894959.0,0.0
3418,RT30_MOUSE,Q9D0G0,Q9D0G0,Mrps30,"28S ribosomal protein S30, mitochondrial",2,0.0,179439.0,0.0,0.0,428381.0,0.0,0.0,0.0,104086.0,0.0,0.0,0.0,0.0,3462380.0,0.0
3419,IF2G_MOUSE,Q9Z0N1,Q9Z0N1;Q9Z0N2;A2AAW9,Eif2s3x,"Eukaryotic translation initiation factor 2 subunit 3, X-linked",11,0.0,179415.0,1809810.0,0.0,227054.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81199.8,1632080.0,76504.1
3420,E9Q7Y2_MOUSE;Q5ICG5_MOUSE;Q8BYJ0_MOUSE;Q8R1X1_MOUSE,E9Q7Y2;Q5ICG5;Q8BYJ0;Q8R1X1,E9Q7Y2;Q5ICG5;Q8BYJ0;Q8R1X1,Acsl6,"Isoform of Q91WC3, AMP-binding domain-containing protein (Fragment)",1,0.0,179357.0,0.0,0.0,316812.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1483230.0,0.0
3421,F262_MOUSE,P70265,P70265;A0A087WRG0;A0A087WRM7;B2Z892;B2Z893;B2Z894;Q6GTL7,Pfkfb2,"6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 2",2,0.0,179295.0,667512.0,0.0,278509.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209282.0,1240600.0,108109.0
3422,TPGS1_MOUSE,Q99MS8,Q99MS8,Tpgs1,Tubulin polyglutamylase complex subunit 1,8,0.0,179055.0,221635.0,0.0,373265.0,0.0,0.0,0.0,131811.0,0.0,0.0,0.0,151589.0,2379160.0,0.0
3423,SNX14_MOUSE,Q8BHY8,Q8BHY8;G3UX13;G3UX33;G3UXB6,Snx14,Sorting nexin-14,3,0.0,178886.0,200377.0,0.0,317951.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,846814.0,0.0
3424,NID1_MOUSE,P10493,P10493,Nid1,Nidogen-1,44,1177890.0,178875.0,0.0,0.0,321034.0,0.0,0.0,0.0,464233.0,0.0,0.0,0.0,0.0,41886300.0,0.0
3425,PMM1_MOUSE,O35621,O35621;A0A2R8W6J8;Q9D6D9,Pmm1,Phosphomannomutase 1,10,0.0,178851.0,2797300.0,36357.2,313893.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219369.0,1926030.0,144383.0
3426,KCNQ4_MOUSE,Q9JK97,Q9JK97,Kcnq4,Potassium voltage-gated channel subfamily KQT member 4,1,362086.0,178832.0,44762.1,0.0,251353.0,0.0,0.0,0.0,3922400.0,0.0,80718.0,0.0,0.0,32319100.0,149987.0
3427,NEC2_MOUSE,P21661,P21661,Pcsk2,Neuroendocrine convertase 2,3,0.0,178822.0,376916.0,0.0,109842.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,672737.0,0.0
3428,TI17B_MOUSE,Q9Z0V7,Q9Z0V7,Timm17b,Mitochondrial import inner membrane translocase subunit Tim17-B,1,0.0,178678.0,0.0,0.0,350320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3429,PERI_MOUSE,P15331,P15331;G5E846;P15331-3,Prph,Peripherin,37,190594.0,178662.0,0.0,0.0,340848.0,0.0,0.0,35679.6,3301780.0,0.0,0.0,0.0,106011.0,107158000.0,113757.0
3430,A0A5F8MPH2_MOUSE;D3Z4C5_MOUSE;D3Z4K9_MOUSE;D3Z4T1_MOUSE;D3Z580_MOUSE;D3Z588_MOUSE,A0A5F8MPH2;D3Z4C5;D3Z4K9;D3Z4T1;D3Z580;D3Z588,A0A5F8MPH2;D3Z4C5;D3Z4K9;D3Z4T1;D3Z580;D3Z588,Celf5,"CUGBP, Elav-like family member 5",1,0.0,178537.0,434118.0,0.0,235297.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,831623.0,50981.2
3431,RINT1-2_MOUSE;RINT1_MOUSE,Q8BZ36;Q8BZ36-2,Q8BZ36;Q8BZ36-2,Rint1,RAD50-interacting protein 1,5,0.0,178401.0,106779.0,0.0,348369.0,0.0,0.0,0.0,33227.7,0.0,72688.8,0.0,194794.0,1374510.0,0.0
3432,NCOA5_MOUSE,Q91W39,Q91W39;B7ZC23;B7ZC24,Ncoa5,Nuclear receptor coactivator 5,18,319664.0,178327.0,156731.0,0.0,150974.0,0.0,0.0,0.0,81494.9,0.0,253466.0,0.0,403028.0,8297890.0,0.0
3433,RGS9_MOUSE,O54828,O54828;A2A6V6,Rgs9,Regulator of G-protein signaling 9,6,0.0,178128.0,296388.0,0.0,178287.0,0.0,0.0,0.0,134387.0,0.0,0.0,0.0,0.0,2178250.0,0.0
3434,IF5A1_MOUSE,P63242,P63242;Q8BGY2;A0A0A0MQM0,Eif5a,Eukaryotic translation initiation factor 5A-1,8,0.0,178094.0,1666910.0,0.0,204034.0,0.0,0.0,32663.6,0.0,0.0,0.0,0.0,168728.0,1169190.0,151848.0
3435,WDR1_MOUSE,O88342,O88342;A0A0J9YU05,Wdr1,WD repeat-containing protein 1,6,0.0,178021.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147132.0,0.0,190839.0,1757440.0,181353.0
3436,GBRA3_MOUSE,P26049,P26049;B1AVY2,Gabra3,Gamma-aminobutyric acid receptor subunit alpha-3,4,0.0,177946.0,0.0,0.0,287794.0,0.0,0.0,39028.8,0.0,0.0,0.0,0.0,114638.0,1598920.0,0.0
3437,CEP76_MOUSE,Q0VEJ0,Q0VEJ0,Cep76,Centrosomal protein of 76 kDa,5,0.0,177945.0,1316130.0,0.0,0.0,0.0,0.0,57848.7,0.0,0.0,49449.3,0.0,414030.0,2042100.0,95287.9
3438,KC1G1_MOUSE,Q8BTH8,Q8BTH8;Q8BVP5;Q8C4X2;A0A0U1RNW0;A0A0U1RP94;A0A0U1RPD7;A0A0U1RPM8;A0A494BAP2;Q6P2B2;Q99K78,Csnk1g1,Casein kinase I isoform gamma-1,8,110737.0,177888.0,0.0,0.0,294481.0,88235.2,0.0,0.0,108285.0,240090.0,0.0,0.0,67364.8,2678370.0,0.0
3439,UBE3B_MOUSE,Q9ES34,Q9ES34,Ube3b,Ubiquitin-protein ligase E3B,6,0.0,177715.0,1332550.0,0.0,564873.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3253780.0,0.0
3440,EHD2_MOUSE,Q8BH64,Q8BH64,Ehd2,EH domain-containing protein 2,7,0.0,177710.0,386862.0,0.0,222311.0,0.0,0.0,0.0,97928.1,0.0,0.0,0.0,262608.0,1250330.0,74877.9
3441,XKR4_MOUSE,Q5GH67,Q5GH67,Xkr4,XK-related protein 4,3,0.0,177589.0,0.0,0.0,231486.0,0.0,0.0,0.0,183445.0,0.0,0.0,0.0,31662.3,3266410.0,0.0
3442,TACC2-2_MOUSE;TACC2-3_MOUSE;TACC2-4_MOUSE;TACC2_MOUSE,Q9JJG0;Q9JJG0-2;Q9JJG0-3;Q9JJG0-4,Q9JJG0;A0A140LIJ2;A0A140LIQ1;A0A140LIQ6;A0A140LJ29;E9Q8T1;E9Q9Z4;E9QL08;Q9JJG0-2;Q9JJG0-3;Q9JJG0-4,Tacc2,Transforming acidic coiled-coil-containing protein 2,6,0.0,177541.0,164696.0,0.0,168577.0,0.0,0.0,0.0,56445.9,0.0,40883.1,0.0,84534.4,1259790.0,0.0
3443,DPM1_MOUSE,O70152,O70152;A2BDX2,Dpm1,Dolichol-phosphate mannosyltransferase subunit 1,3,0.0,177422.0,190483.0,0.0,373141.0,0.0,0.0,191343.0,0.0,0.0,90940.6,0.0,335487.0,0.0,0.0
3444,SF3A3_MOUSE,Q9D554,Q9D554,Sf3a3,Splicing factor 3A subunit 3,9,0.0,177311.0,1649560.0,0.0,200710.0,0.0,0.0,0.0,0.0,0.0,81753.1,0.0,643877.0,1338030.0,93572.9
3445,ZFY27-2_MOUSE;ZFY27_MOUSE,Q3TXX3;Q3TXX3-2,Q3TXX3;Q3TXX3-2,Zfyve27,Protrudin,5,0.0,177222.0,57075.4,0.0,127677.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1100230.0,0.0
3446,VP37A-3_MOUSE;VP37A_MOUSE,Q8CHS8;Q8CHS8-3,Q8CHS8;Q8CHS8-3,Vps37a,Vacuolar protein sorting-associated protein 37A,4,0.0,177175.0,616234.0,0.0,263775.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65807.1,1026580.0,115027.0
3447,KIF2A-2_MOUSE,P28740-2,P28740-2,Kif2a,"Isoform of P28740, Isoform 2 of Kinesin-like protein KIF2A",1,0.0,177117.0,149244.0,0.0,121405.0,0.0,0.0,0.0,87698.7,0.0,0.0,0.0,81125.9,1439280.0,0.0
3448,CAC1D-3_MOUSE;CAC1D-4_MOUSE;CAC1D_MOUSE,Q99246;Q99246-3;Q99246-4,Q01815;Q02789;Q99246;Q9JIS7;A0A087WPP1;A0A087WPZ8;A0A087WQJ4;A0A087WQT9;A0A087WR02;A0A087WRM3;A0A087WRZ6;A0A087WS40;A0A087WS67;A0A087WSE7;A0A1W2P6T3;A0A1W2P6Z7;A0A1W2P731;A0A1W2P805;A0A286YD72;A0A2C9F2E5;A0A571BDE8;A0A571BDT1;A0A571BEQ4;A0A589Q4M7;B1AVA4;B1AVA5;B1AVA6;C7TQ57;C7TQ59;E9Q7B5;E9QPX8;F7C376;F7CNJ1;F8VQE0;F8WJL1;Q01815-2;Q01815-3;Q02789-2;Q0PCR6;Q7TNI3;Q99246-3;Q99246-4,Cacna1d,Voltage-dependent L-type calcium channel subunit alpha-1D,8,0.0,177087.0,0.0,0.0,235890.0,0.0,0.0,0.0,71242.8,0.0,0.0,0.0,42046.3,1178160.0,0.0
3449,A0A0R4J0K2_MOUSE;K3W4R5_MOUSE;Z4YL78_MOUSE,A0A0R4J0K2;K3W4R5;Z4YL78,A0A0R4J0K2;K3W4R5;Z4YL78,Ckap5,"Isoform of A2AGT5, Cytoskeleton-associated protein 5",1,0.0,177032.0,486402.0,0.0,230406.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3165050.0,0.0
3450,MTA3_MOUSE,Q924K8,Q924K8;E9Q794;H3BLE1;Q3U3A7;Q3UII8;Q924K8-2,Mta3,Metastasis-associated protein MTA3,5,0.0,176977.0,289124.0,0.0,227689.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210665.0,3440150.0,0.0
3451,CAD10_MOUSE,P70408,P70408;H3BKV8,Cdh10,Cadherin-10,10,280403.0,176717.0,0.0,0.0,255253.0,202000.0,0.0,195411.0,205749.0,398387.0,120629.0,0.0,179759.0,3139080.0,0.0
3452,ESYT1_MOUSE,Q3U7R1,Q3U7R1;A0A1W2P784;Q3U7R1-2,Esyt1,Extended synaptotagmin-1,15,469403.0,176514.0,107713.0,0.0,206171.0,84308.6,19881.6,645655.0,224882.0,350607.0,971928.0,0.0,597647.0,1107490.0,838517.0
3453,Q8C845_MOUSE,Q8C845,Q8C845,Efhd2,"Isoform of Q9D8Y0, EF-hand domain-containing protein D2",2,0.0,176481.0,455689.0,0.0,281935.0,0.0,0.0,0.0,0.0,0.0,98691.5,0.0,126063.0,0.0,122386.0
3454,CEP95_MOUSE,Q8BVV7,Q8BVV7;Q14B65,Cep95,Centrosomal protein of 95 kDa,1,46170.0,176425.0,61887.4,0.0,84616.6,0.0,0.0,0.0,1193760.0,0.0,0.0,0.0,0.0,5831870.0,0.0
3455,ARMC8_MOUSE,Q9DBR3,Q9DBR3;G3X920;Q9DBR3-2,Armc8,Armadillo repeat-containing protein 8,9,0.0,176399.0,1122630.0,0.0,474217.0,0.0,0.0,0.0,96617.6,0.0,0.0,0.0,120814.0,3590200.0,30572.7
3456,TPR_MOUSE,F6ZDS4,F6ZDS4;F6RX08;Q7M739,Tpr,Nucleoprotein TPR,37,0.0,176155.0,1668540.0,0.0,270302.0,0.0,0.0,0.0,0.0,0.0,238755.0,0.0,158191.0,2728310.0,0.0
3457,Q5SYH9_MOUSE,Q5SYH9,Q5SYH9,Nf1,"Isoform of Q04690, Neurofibromin (Fragment)",2,0.0,176106.0,531087.0,0.0,190423.0,0.0,0.0,44759.5,76633.6,0.0,0.0,0.0,65942.9,2963670.0,0.0
3458,IP6K1_MOUSE,Q6PD10,Q6PD10;H3BIW9,Ip6k1,Inositol hexakisphosphate kinase 1,5,0.0,176073.0,513387.0,0.0,108089.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91333.2,1087870.0,0.0
3459,RN170-2_MOUSE;RN170_MOUSE,Q8CBG9;Q8CBG9-2,Q8CBG9;A0A1B0GR51;Q8CBG9-2,Rnf170,E3 ubiquitin-protein ligase RNF170,2,0.0,176049.0,0.0,0.0,210689.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,670174.0,0.0
3460,CLU_MOUSE,Q5SW19,Q5SW19;A0A0R4J140;Q5SW19-2;Q5SW19-3;Z4YLI8,Cluh,Clustered mitochondria protein homolog,16,0.0,175843.0,1118560.0,0.0,346984.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,747616.0,0.0
3461,A0A0F6AIX5_MOUSE;A0A0F6AIX6_MOUSE;A0A1W2P7C8_MOUSE;A0A1W2P7T7_MOUSE;A0A1W2P820_MOUSE,A0A0F6AIX5;A0A0F6AIX6;A0A1W2P7C8;A0A1W2P7T7;A0A1W2P820,A0A0F6AIX5;A0A0F6AIX6;A0A1W2P7C8;A0A1W2P7T7;A0A1W2P820,Ldah,"Isoform of Q8BVA5, Lipid droplet-associated hydrolase",2,0.0,175824.0,414766.0,0.0,227003.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3462,DPP10_MOUSE,Q6NXK7,Q6NXK7;A0A5F8MPK1;D3Z5I7;E9QN98,Dpp10,Inactive dipeptidyl peptidase 10,6,0.0,175637.0,118625.0,0.0,263333.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2590420.0,0.0
3463,SMC3_MOUSE,Q9CW03,Q9CW03,Smc3,Structural maintenance of chromosomes protein 3,28,0.0,175557.0,413148.0,0.0,295319.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126265.0,5676050.0,0.0
3464,LMBD2-2_MOUSE;LMBD2_MOUSE,Q8C561;Q8C561-2,Q8C561;Q8C561-2,Lmbrd2,G-protein coupled receptor-associated protein LMBRD2,3,0.0,175184.0,422611.0,0.0,309187.0,0.0,0.0,52926.9,0.0,0.0,0.0,0.0,170389.0,1174070.0,0.0
3465,DAAM2_MOUSE,Q80U19,Q80U19;Q8BPM0;Q80U19-2;Q8BPM0-2;Q8BPM0-3,Daam2,Disheveled-associated activator of morphogenesis 2,28,0.0,175114.0,0.0,0.0,180542.0,0.0,0.0,80398.4,276897.0,0.0,81866.3,0.0,260820.0,7234260.0,0.0
3466,M0QWN7_MOUSE,M0QWN7,M0QWN7,Usp35,USP domain-containing protein,10,0.0,174875.0,424452.0,0.0,336610.0,0.0,0.0,0.0,64152.5,0.0,104030.0,0.0,253881.0,1335670.0,92135.4
3467,TTPAL_MOUSE,Q9D3D0,Q9D3D0;A2A5I7,Ttpal,Alpha-tocopherol transfer protein-like,7,0.0,174867.0,1042710.0,0.0,539430.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1289120.0,0.0
3468,AOFB_MOUSE,Q8BW75,Q8BW75;E9PVL9;E9Q3X6,Maob,Amine oxidase [flavin-containing] B,4,0.0,174752.0,0.0,0.0,376974.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,368306.0,0.0
3469,HACE1_MOUSE,Q3U0D9,Q3U0D9;H9KV10;Q3U0D9-3,Hace1,E3 ubiquitin-protein ligase HACE1,6,0.0,174588.0,570451.0,0.0,453038.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,871153.0,99617.4
3470,EFNMT_MOUSE,Q91YR5,Q91YR5;H3BLQ8;Q91YR5-1,EEF1AKNMT,eEF1A lysine and N-terminal methyltransferase,9,0.0,174586.0,897637.0,0.0,184933.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88807.1,0.0,0.0
3471,ADCY8_MOUSE,P97490,P97490;A0A2I3BQ46,Adcy8,Adenylate cyclase type 8,4,0.0,174295.0,0.0,0.0,276414.0,0.0,0.0,99051.8,126131.0,0.0,0.0,0.0,237830.0,3896960.0,0.0
3472,SFR19_MOUSE,Q5U4C3,Q5U4C3,Scaf1,"Splicing factor, arginine/serine-rich 19",2,0.0,174223.0,483187.0,0.0,312950.0,0.0,0.0,0.0,101069.0,0.0,0.0,0.0,173632.0,0.0,0.0
3473,DOC10-2_MOUSE;DOC10-3_MOUSE;DOC10_MOUSE,Q8BZN6;Q8BZN6-2;Q8BZN6-3,Q8BZN6;A0A087WQ86;A0A087WRP5;A0A087WS26;A0A0R4J2B7;E9QM99;Q8BZN6-2;Q8BZN6-3;Q8BZN6-4,Dock10,Dedicator of cytokinesis protein 10,22,0.0,173952.0,0.0,0.0,193490.0,0.0,0.0,0.0,125351.0,0.0,0.0,0.0,67249.6,3860150.0,0.0
3474,FND3A_MOUSE,Q8BX90,Q8BX90;F6TLV3,Fndc3a,Fibronectin type-III domain-containing protein 3A,7,0.0,173778.0,0.0,0.0,219292.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1305190.0,0.0
3475,E9PXF0_MOUSE,E9PXF0,E9PXF0,Pcdh17,Protocadherin 17,10,0.0,173724.0,0.0,0.0,196089.0,0.0,0.0,0.0,63354.9,0.0,0.0,0.0,68706.8,2202060.0,0.0
3476,BMPR2_MOUSE,O35607,O35607,Bmpr2,Bone morphogenetic protein receptor type-2,4,0.0,173651.0,0.0,0.0,216696.0,0.0,0.0,0.0,47850.3,0.0,0.0,0.0,0.0,1449740.0,0.0
3477,NAA30_MOUSE,Q8CES0,Q8CES0;E9QMB7,Naa30,N-alpha-acetyltransferase 30,5,0.0,173579.0,1676930.0,0.0,497417.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1296510.0,92920.8
3478,NOLC1_MOUSE,E9Q5C9,E9Q5C9;A0A286YCD1;A0A286YDA2;A0A286YDT3;A0A286YDV7;A0A286YDZ1;E9Q5C9-2,Nolc1,Nucleolar and coiled-body phosphoprotein 1,3,0.0,173560.0,74453.9,0.0,160628.0,0.0,0.0,0.0,105258.0,0.0,75010.6,0.0,72821.2,2229890.0,0.0
3479,TRIPC_MOUSE,G5E870,G5E870;A0A087WNZ7;A0A087WRV6,Trip12,E3 ubiquitin-protein ligase TRIP12,11,0.0,173546.0,588654.0,0.0,226770.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3593300.0,0.0
3480,WASF2_MOUSE,Q8BH43,Q8BH43,Wasf2,Wiskott-Aldrich syndrome protein family member 2,3,0.0,173519.0,722967.0,0.0,266348.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1126950.0,39721.8
3481,GRP1_MOUSE,Q9Z1S3,Q9Z1S3;G3UWW4;G3UYC3;G3UYP5;G3UZQ7,Rasgrp1,RAS guanyl-releasing protein 1,8,0.0,173340.0,103538.0,0.0,259141.0,0.0,0.0,0.0,152581.0,0.0,0.0,0.0,0.0,1611170.0,0.0
